student_id,family_code,student_name,session,class_id,section_id,gr_no,gender,religion,dob,date_of_admission,status,whatsapp_number,father_cell_no,mother_cell_no,home_cell_no,place_of_birth,state,city,email,father_name,mother_name,home_address,created_at,student_image,admission_fee,monthly_fee,cnic
456,FC4096,John Hernandez,1,11,5,GR1456,Male,Sikhism,2/27/2016,9/18/2021,Inactive,(493)527-5340x130,936.434.1603,4493743944,414-631-0395,Kevinburgh,Utah,New Eric,juan10@example.org,Douglas Robertson,Amy Thomas,"07759 Perez Drive Apt. 644, South Timothy, NV 02398",4/11/2025 6:32,default_student_6.jpg,3102,961,98549-8668512-1
457,FC2822,Blake Rios,1,13,4,GR1457,Male,Islam,3/1/2008,11/11/2021,Active,001-834-437-3558x876,838-844-6154,001-763-984-6773x337,+1-673-739-8104x88111,Lake Michael,Pennsylvania,Brianborough,arielgoodwin@example.org,David Cook,Crystal Spencer,"07650 Elizabeth Roads, New Timothymouth, CO 12789",4/11/2025 6:32,default_student_7.jpg,1038,868,43348-8681370-9
458,FC3394,Ana Miller,1,14,5,GR1458,Female,Hinduism,1/10/2016,3/31/2022,Active,+1-820-710-0395x24557,321.203.8053x59750,636.453.1415x629,+1-589-710-2602x3176,South Monique,Washington,Jeffreymouth,karenryan@example.com,Robert Mcdaniel,Kayla Jones,"821 Richard Village, Port Julieside, MD 29161",4/11/2025 6:32,default_student_8.jpg,4836,1999,93556-9310557-3
459,FC6395,Adam Haynes,1,7,7,GR1459,Female,Sikhism,12/14/2016,10/11/2020,Active,448-609-0423x9674,001-643-687-1748,+1-581-830-2394x66789,(357)916-2135x7598,Langtown,Kentucky,Sanchezfurt,brownmichael@example.net,Angel Collins,Laura Palmer,"4606 Beard Underpass, Jessicatown, ID 87079",4/11/2025 6:32,default_student_9.jpg,3413,872,89841-1321881-5
460,FC2612,Victoria Levy,1,5,5,GR1460,Male,Hinduism,5/23/2012,11/15/2020,Active,001-657-258-3777x47937,-1744,779-706-0249,353-541-4346x2587,Billybury,Alabama,North Jessicachester,wellsdouglas@example.com,Luis Parker,Margaret Lynch,"73344 Dominguez Hill Suite 474, North Claytonmouth, AK 41158",4/11/2025 6:32,default_student_0.jpg,3726,895,12581-8548407-7
461,FC8162,Keith Nichols,1,9,4,GR1461,Female,Sikhism,10/28/2015,4/24/2020,Inactive,(480)565-3292,3094806355,(791)401-0269,7537083079,West Kelly,Rhode Island,Port Amy,sgonzalez@example.net,Dennis Wilson,Mallory Gates,"712 Brown Grove, Chandlerchester, AL 35392",4/11/2025 6:32,default_student_1.jpg,2357,1757,12300-1539251-2
462,FC8709,Douglas Mitchell,1,16,7,GR1462,Male,Hinduism,1/4/2012,10/14/2020,Active,001-863-267-5448x534,200-728-7012x3488,407-597-3685x329,208-681-0805,Harrellmouth,Virginia,Matthewport,chandlercarol@example.net,James Kennedy,Tammy Young,"USNS Foster, FPO AP 07367",4/11/2025 6:32,default_student_2.jpg,1169,967,51453-9496262-5
463,FC1542,Laura Boyle,1,16,5,GR1463,Male,Christianity,3/4/2012,6/21/2020,Inactive,203-478-6541,001-591-478-0198x7424,3396357292,7867093852,East Shannon,Virginia,Lake Carla,michael77@example.com,Mr. Michael Huynh,Vanessa Stewart DVM,"056 Annette Trail Suite 050, New Lisaborough, WV 81129",4/11/2025 6:32,default_student_3.jpg,1072,1779,23800-1826611-2
464,FC4589,Daniel Lynn,1,13,7,GR1464,Female,Christianity,6/17/2007,5/15/2022,Active,(784)801-7320,971.771.0603x962,(860)337-6697x37272,983.741.0926,Scottberg,Maryland,New Chadberg,ehall@example.net,Brian Lambert,April Pratt,"163 Connie Oval Apt. 038, Timothyland, AZ 43846",4/11/2025 6:32,default_student_4.jpg,2795,1424,70098-4672733-2
465,FC9220,Rachel Turner,1,17,6,GR1465,Male,Islam,2/4/2014,8/13/2021,Inactive,(455)971-0588x026,(355)605-8349x50708,4906439021,922-373-2032,Port James,Florida,Murrayborough,georgejeffrey@example.net,Peter Watson,Sarah Hernandez,"508 John Shore, Bergside, MD 92667",4/11/2025 6:32,default_student_5.jpg,3923,1387,49801-4470138-3
466,FC2778,Leah Coleman,1,9,6,GR1466,Male,Islam,3/24/2016,11/23/2020,Active,849-796-9044x696,+1-691-741-4806x183,001-620-650-3760x07188,001-875-355-9969x4707,Thomasshire,Minnesota,Jessechester,michellefreeman@example.org,Timothy Simmons,Ashley Austin,"80259 Terri Rest, Tateland, NH 20456",4/11/2025 6:32,default_student_6.jpg,3228,1522,44486-3259828-2
467,FC2824,Michael Long,1,8,5,GR1467,Female,Christianity,4/6/2010,5/6/2021,Inactive,3378314429,(800)473-2564,(338)572-6231,(753)550-2752x26478,Danielside,California,Lake Lisa,kirkpennington@example.com,Kenneth Clay,Dawn Perry,"35498 Donovan Burg Apt. 464, Mckenziestad, IA 43016",4/11/2025 6:32,default_student_7.jpg,4576,1776,74963-2723912-6
468,FC7951,Kevin Bass,1,11,5,GR1468,Male,Sikhism,3/31/2011,12/11/2023,Inactive,001-577-612-5323x48524,(319)390-0865,+1-204-276-7954x9220,485.202.5098x2449,Dylanmouth,Arkansas,Drakeside,schmittjulie@example.net,Brian Berry,Allison Smith,"501 Mackenzie Garden Suite 532, Lake Lorichester, LA 10116",4/11/2025 6:32,default_student_8.jpg,3944,1586,81373-4330802-4
469,FC6875,Heather Zimmerman,1,15,4,GR1469,Female,Sikhism,1/10/2020,1/18/2021,Active,001-925-833-3220x0802,(215)537-8742,001-760-292-6299x52706,(352)433-4213,West Ashleystad,Texas,New Mario,jasonbarnett@example.net,Jose Pittman,Haley Flores,"2563 Stephanie Village, Martinport, NY 94244",4/11/2025 6:32,default_student_9.jpg,3214,1157,36389-6289862-3
470,FC1466,Lori Knight,1,17,4,GR1470,Female,Hinduism,1/7/2017,10/19/2024,Active,+1-397-676-3152x39393,(740)721-4953x66414,258-876-4119,(771)776-5518,Lake Patricia,Florida,Port Juanchester,cooperleslie@example.net,Andrew Taylor,Pamela Martinez,"50143 Todd Village Suite 460, Browntown, NE 99384",4/11/2025 6:32,default_student_0.jpg,1922,1860,12194-8976504-2
471,FC4374,Charles Cochran,1,14,6,GR1471,Female,Islam,8/9/2014,4/10/2022,Inactive,-4163,(836)262-3838x2731,2572481331,690-406-6414,Williamfurt,Pennsylvania,Ryanmouth,hannah53@example.net,Timothy Oconnor,Kathleen Vargas,"8406 Damon Greens, West Cherylbury, VT 68738",4/11/2025 6:32,default_student_1.jpg,2106,1862,21964-1256581-1
472,FC8672,Alexis Wright,1,6,4,GR1472,Female,Hinduism,3/14/2010,6/18/2021,Active,+1-683-749-0748x37837,+1-696-299-1230x7678,8347324964,(572)409-9049x65731,Port Karenton,New Jersey,Maryport,mary61@example.com,William Smith,Valerie Rodriguez,"1776 Jared Summit Suite 239, Stevebury, WV 50789",4/11/2025 6:32,default_student_2.jpg,4782,628,20498-4757234-1
473,FC6126,Darrell Henry,1,5,7,GR1473,Female,Hinduism,6/10/2013,6/2/2023,Active,4567059992,450.584.9835x9516,632-764-1792x891,8098283761,Amyton,Connecticut,Collinsstad,garrettbrian@example.org,Timothy Bowen,Brenda Davis,"720 Marcus Station, Josephbury, WV 72024",4/11/2025 6:32,default_student_3.jpg,1977,1228,55927-6391028-3
474,FC7875,Amber Cox,1,5,4,GR1474,Female,Christianity,10/17/2019,5/17/2024,Inactive,464.726.4052x547,277.813.4299x507,680.818.4552x7938,203-805-6726x2749,West Jillfurt,Ohio,East Justin,xevans@example.net,Jeffrey Marsh,Caroline Bautista,"2750 Thomas Haven Apt. 478, North Cynthiatown, MA 18688",4/11/2025 6:32,default_student_4.jpg,1621,1720,11571-7743737-5
475,FC5060,Tamara Gibbs,1,14,5,GR1475,Female,Christianity,7/13/2011,6/28/2023,Active,805.918.5512,586-632-9282x2110,538-452-0016,884.636.8832,Conwayton,Georgia,West Waynefurt,jgarcia@example.net,David Gray,Mary Stephens,"6892 Susan Ferry Apt. 416, Pierceview, PW 68428",4/11/2025 6:32,default_student_5.jpg,4435,1755,53038-5982572-7
476,FC9221,Tanner Dixon,1,8,6,GR1476,Female,Islam,1/19/2014,7/23/2024,Inactive,001-745-542-5040,001-970-300-9300,358-317-0210,001-707-240-3763,Lake Stephenton,Pennsylvania,Rodriguezborough,carterangela@example.com,Robert Horne,Laura Johnson,"8814 Pearson Shoals, Donaldchester, NY 30751",4/11/2025 6:32,default_student_6.jpg,3361,1109,84097-5281751-4
477,FC6030,Lindsey Black,1,9,7,GR1477,Female,Islam,6/6/2017,4/27/2023,Active,(846)741-9566x83857,287.621.6985,3183642937,503.459.6329x43081,New Jodimouth,California,Lake Michael,andrewtaylor@example.com,Patrick Ruiz,Jacqueline Jones,"86811 Christopher Run Suite 881, Andersonbury, WV 25812",4/11/2025 6:32,default_student_7.jpg,2708,903,95121-3948019-4
478,FC5492,Dana Wells,1,15,7,GR1478,Female,Christianity,7/2/2016,8/31/2022,Inactive,240.844.7817x7444,(626)741-8503x80946,386.680.8662x793,+1-441-976-9464x70814,North Jasonville,South Carolina,Leechester,selliott@example.net,James Griffin,Haley Jones,"68296 Butler Ports Apt. 034, Myersstad, OK 79114",4/11/2025 6:32,default_student_8.jpg,4478,1200,22402-4639335-8
479,FC6076,Chad Montgomery,1,5,4,GR1479,Male,Sikhism,3/22/2008,6/30/2022,Inactive,224-542-3460x3988,(632)282-1723x6065,464-662-0420x86678,283-556-5860x07453,Manningstad,Georgia,Washingtonfurt,davismatthew@example.org,Steve Brown,Christy Garcia,"5860 Jackson Inlet Apt. 591, Port Scott, SC 32948",4/11/2025 6:32,default_student_9.jpg,3058,694,21935-9097894-5
480,FC9118,Jacob Navarro,1,9,7,GR1480,Female,Sikhism,3/6/2019,1/9/2022,Active,572.579.9600,646-254-1147,557-431-7155,(966)327-6404x66605,Lake Mariaborough,Michigan,Port Caitlynstad,adam66@example.org,Johnny Hogan,Brandi Richard,"4148 White Hills Suite 933, Stephanieport, CT 39882",4/11/2025 6:32,default_student_0.jpg,3722,1605,39688-1829823-8
481,FC4938,David Jones,1,15,4,GR1481,Female,Islam,6/20/2011,7/30/2024,Inactive,646-795-1125x62844,001-338-414-3061x5304,887-453-7038x78638,(461)367-8040x69372,Port Reneebury,Rhode Island,Lake Robert,sgrant@example.org,Francis Simon,Renee Kelley,"0982 Diane Run Apt. 958, Villegastown, UT 52727",4/11/2025 6:32,default_student_1.jpg,2379,1352,55291-3391834-7
482,FC8486,Timothy Bennett,1,7,5,GR1482,Male,Hinduism,9/27/2017,3/21/2024,Inactive,744.291.0678x533,807-330-3716,710-941-3604,+1-974-925-0873x65394,Johnsonville,Alaska,Amandatown,jmaddox@example.com,Joshua Schwartz,Rebecca Harris,"1437 Jason Park Suite 129, New Dan, WY 90105",4/11/2025 6:32,default_student_2.jpg,4398,1847,69500-2906537-6
483,FC5252,Robert Lewis,1,5,5,GR1483,Female,Hinduism,2/12/2015,9/4/2024,Active,686.845.3320,001-546-877-4851x8228,490-391-6798x57445,+1-859-685-1300x427,Aaronfurt,Florida,Robinsonville,edwardvargas@example.org,Brian Cobb,Dr. Vanessa Romero MD,"6711 Steven Manor Apt. 448, Wongland, NE 70241",4/11/2025 6:32,default_student_3.jpg,1332,1439,24852-9919343-8
484,FC6258,Shannon Daniels,1,13,4,GR1484,Male,Christianity,8/3/2011,3/15/2024,Active,(210)233-7177x310,467-815-0765,425-431-6640,569-302-0532x9233,Stephanieport,Arizona,New Jade,proctorheather@example.com,Joseph Singleton,Lisa Johnson,"106 Stone View Suite 590, West Brianton, PA 64354",4/11/2025 6:32,default_student_4.jpg,2486,1602,33478-7258232-6
485,FC4788,Lauren Wagner,1,15,4,GR1485,Female,Hinduism,4/12/2014,12/6/2021,Inactive,912-800-1762x0768,(317)860-2038,225.707.8596,365-471-6910,South Mindy,South Carolina,Lake David,jeremiahgraham@example.com,Thomas Mann,Leah Rodriguez,"34144 Jennifer Port Suite 322, Jonesfurt, RI 41477",4/11/2025 6:32,default_student_5.jpg,2586,1051,21042-1967016-1
486,FC3170,David Davis,1,13,5,GR1486,Female,Christianity,5/2/2009,9/8/2023,Active,(514)527-3383,282-875-9169x769,(300)478-6888x58754,371-449-8678,Jenniferfurt,Maryland,East Jeremiahmouth,jjohnson@example.net,Juan Jones,Alyssa Fuller,"58849 Stephanie Mountain, North George, MS 38531",4/11/2025 6:32,default_student_6.jpg,3392,1496,14919-9335886-5
487,FC4909,Kayla Green,1,17,5,GR1487,Male,Christianity,7/5/2016,2/16/2025,Active,927.296.8265,+1-388-416-6414x592,(804)532-8632,489.486.1020,Carrilloview,North Carolina,West Cynthiaberg,jennifer72@example.com,Jonathan Berger,Victoria Morales,"39246 Harris Passage, Dunlapton, PW 52781",4/11/2025 6:32,default_student_7.jpg,2145,1556,72524-6134862-8
488,FC5833,Kimberly Grant,1,8,5,GR1488,Female,Sikhism,11/20/2014,12/12/2021,Active,(881)986-2260x422,(542)442-0423,576-869-2553x41633,344.963.5167x5897,New Larrytown,South Carolina,East Jeremyport,christine98@example.org,Jesse Ashley,Ms. Kristin Nguyen,"18707 Mack Plaza, New Danielton, NY 16098",4/11/2025 6:32,default_student_8.jpg,3097,955,66420-7529153-5
489,FC4570,Kelly Wilkinson,1,12,5,GR1489,Female,Sikhism,9/29/2016,1/20/2022,Inactive,(350)429-9838,(577)357-9627x075,372.763.5247,+1-244-488-0999x6776,Montesfurt,Ohio,Lake Christopher,jbradley@example.net,John Patel,Diana Cortez,"218 Davis Knolls, Lauraview, IA 77962",4/11/2025 6:32,default_student_9.jpg,2674,1991,37653-1854262-5
490,FC9553,Mary Martin,1,14,4,GR1490,Female,Christianity,8/14/2018,1/12/2022,Active,7359608270,612-695-1292x6898,001-619-442-4395x26002,781-388-8897,Michaelfurt,Florida,New Shaneberg,erin19@example.com,Timothy Chaney,Rebecca Moore,"USNS Hardy, FPO AP 42307",4/11/2025 6:32,default_student_0.jpg,1062,1722,43032-3952015-2
491,FC1521,Patricia Jimenez,1,5,6,GR1491,Female,Islam,9/5/2008,5/7/2020,Inactive,936-526-4752x543,(282)473-6148,001-672-275-6749x77718,410-251-6290,Petersonland,North Carolina,East Jose,fbaker@example.org,Mario Thompson,Destiny Thompson,"USCGC Johnson, FPO AA 58584",4/11/2025 6:32,default_student_1.jpg,2666,1177,36948-5172967-3
492,FC8264,Barry Freeman,1,12,5,GR1492,Male,Hinduism,11/18/2007,12/8/2020,Inactive,400.615.0423,+1-488-972-5763x084,345.904.1296x04844,664.913.7810x20990,Jonesfort,Oregon,Moralesfurt,mark79@example.org,Eric Jones,Paula Williams,"90704 Harvey Mill, Rodrigueztown, NY 02594",4/11/2025 6:32,default_student_2.jpg,3539,737,27897-6095217-9
493,FC5068,Richard Wall,1,14,6,GR1493,Male,Hinduism,6/30/2017,1/14/2022,Inactive,284-765-5260,588.991.2904x34974,(698)792-0933,001-657-453-4954x274,Butlerfort,New York,Martinfort,jwheeler@example.com,Adam Wade,Molly Hall,"0448 Michael Trace, Matthewside, LA 53345",4/11/2025 6:32,default_student_3.jpg,1059,729,29297-3287740-5
494,FC5530,Andrew Dixon,1,7,6,GR1494,Female,Christianity,8/25/2012,10/4/2024,Active,001-848-521-5066x8036,001-549-397-1023x8218,001-712-467-1330x0423,001-611-706-9132x033,Williamsview,Wyoming,Port Jay,alexis92@example.com,Matthew Bowen,Erin Miller,"483 David Drive Apt. 277, Port Christinebury, ID 97071",4/11/2025 6:32,default_student_4.jpg,3416,593,77435-4270086-9
495,FC9006,Virginia Palmer,1,11,7,GR1495,Female,Christianity,7/28/2012,11/29/2021,Inactive,+1-732-898-1466x95433,9286171984,+1-795-375-2358x46986,307.598.7547,Craigside,New Hampshire,Brendabury,martinezrussell@example.com,Nathan Cherry,Dawn Arnold,"0572 Howell Ports Apt. 366, East Joshuaton, VA 44265",4/11/2025 6:32,default_student_5.jpg,3237,1287,49592-4809803-2
496,FC9454,Christopher Vazquez,1,14,6,GR1496,Female,Islam,1/26/2013,8/31/2020,Active,413-635-6470x7819,+1-876-500-9887x8576,685.619.8909x13056,(834)934-8465,Davidchester,Ohio,Phelpsland,egreen@example.org,Joshua Hall,Tiffany Williams,"2620 Long Cape, Blakebury, ID 41906",4/11/2025 6:32,default_student_6.jpg,4136,808,94367-4800378-8
497,FC9738,Paul Moore,1,12,5,GR1497,Female,Christianity,11/14/2013,4/28/2023,Active,622.326.2105x51271,001-331-389-3070x280,449.536.7624,+1-220-811-3664x23556,Judyfort,Connecticut,Wilsonchester,aavery@example.org,Jeffrey Goodman,Ms. Rebecca Phillips DVM,"286 Zachary Station Apt. 585, Johnstad, LA 06525",4/11/2025 6:32,default_student_7.jpg,1974,882,35820-1530327-6
498,FC6726,Benjamin Bryant,1,17,6,GR1498,Female,Hinduism,10/10/2015,10/27/2020,Active,(603)909-1150x403,473.791.6383,677-428-3601x538,296-242-8321,West Georgefort,Arizona,New Lucasmouth,michael31@example.org,Dean Zuniga,Chelsea Berry,"14296 Carey Shores, West Zachary, DE 47446",4/11/2025 6:32,default_student_8.jpg,2239,1801,63081-2239299-8
499,FC6212,Adam Perry,1,6,4,GR1499,Male,Christianity,4/11/2008,12/6/2023,Inactive,806.327.3963x10445,(598)413-5256,001-230-391-7266,+1-823-536-4515x69010,North Kellyshire,Illinois,Sextonberg,cheryl65@example.net,William Johnson,Amanda Hampton,"719 Wilson Corners Apt. 581, Connerhaven, PR 81755",4/11/2025 6:32,default_student_9.jpg,4288,995,13204-2327876-9
500,FC2690,Shirley Thomas,1,11,6,GR1500,Female,Sikhism,2/21/2012,9/9/2024,Active,001-618-495-3348x9656,001-657-980-6586,476.572.0328,575-607-6951,South Donnachester,Georgia,Goodtown,richardwise@example.org,Mr. Joshua Young MD,Tammy Berry DDS,"24998 Thompson Passage Suite 733, South Katieborough, FM 52201",4/11/2025 6:32,default_student_0.jpg,4128,982,45803-6539545-7
501,FC6349,Steven Moore,1,6,4,GR1501,Female,Christianity,2/16/2008,7/19/2024,Active,848.321.1651,001-482-372-3266x52028,398-883-5974,+1-773-222-4503x48603,Hughesview,New Hampshire,Lake Amandaborough,vellis@example.net,Cody Jones,Yolanda Henry,"2103 Paul Path Apt. 800, Lynchville, IL 61928",4/11/2025 6:32,default_student_1.jpg,4607,1118,87495-5434863-4
502,FC9453,James Lee,1,8,5,GR1502,Female,Sikhism,1/28/2011,10/25/2023,Active,301-909-8578,7349643277,+1-857-329-3501x807,360-479-5437,Fischertown,New Jersey,Port Clintonshire,welchchloe@example.org,Richard Edwards,Katie Quinn,"03553 Lopez Spurs Suite 788, Lindachester, AR 65714",4/11/2025 6:32,default_student_2.jpg,1330,1040,59222-6501936-6
503,FC5801,Christina Gilmore,1,17,5,GR1503,Male,Sikhism,8/30/2012,6/16/2023,Active,955-540-6776x9059,(239)268-9639,(574)297-0947x16240,001-258-432-9350,Peckchester,New Jersey,Watsonside,michael15@example.com,Calvin Thomas,Sierra Mcguire,"511 Chad Avenue Apt. 262, New Courtneytown, ND 32348",4/11/2025 6:32,default_student_3.jpg,2289,650,27294-4879318-9
504,FC3109,John Blackwell,1,14,4,GR1504,Female,Sikhism,6/4/2015,1/7/2023,Active,+1-209-225-0012x00843,599-693-1568,316-880-3566,001-948-603-8987,Lake Mindy,Nevada,East Stephanie,marylewis@example.net,Michael Wagner,Erin Green,"2342 Tracy Crossroad Suite 580, East Baileymouth, PW 83898",4/11/2025 6:32,default_student_4.jpg,3663,1527,60847-2436827-4
505,FC8493,Jordan Jacobson,1,13,5,GR1505,Male,Islam,2/14/2013,11/7/2022,Inactive,001-609-400-9237x0116,257-540-0272,955.415.3410x408,001-700-304-6852x805,Shawport,Washington,Ryanbury,xlewis@example.com,William Taylor,Sierra Smith,"2791 Robinson Place, Evansstad, DE 40480",4/11/2025 6:32,default_student_5.jpg,3506,1322,28938-4677847-4
506,FC7798,Heidi Howe,1,15,4,GR1506,Male,Islam,3/7/2007,7/21/2021,Active,658.354.8912,001-741-753-4164,566.576.6368x2499,-5203,Deannashire,Delaware,Larsenhaven,powersamber@example.com,Ryan Jacobson,Nicole Woods,"1168 Virginia Plaza, Brianberg, MO 06625",4/11/2025 6:32,default_student_6.jpg,1976,1697,25098-2066769-1
507,FC4145,Ashley Obrien,1,8,6,GR1507,Female,Sikhism,3/3/2015,4/13/2022,Active,482.538.5994,8166490230,-5401,001-244-732-2845x269,Jasminehaven,Connecticut,South Kristenton,lewisdavid@example.org,Joshua Eaton,Morgan Hayes,"1636 Jamie Summit Apt. 221, Thomasshire, MA 06889",4/11/2025 6:32,default_student_7.jpg,2512,1706,21547-6281726-7
508,FC3008,Matthew Mack,1,6,4,GR1508,Female,Hinduism,12/22/2010,5/10/2023,Active,492.835.4995x06492,624.946.3970x5360,674.275.8681,(513)977-1736,South Jasonmouth,West Virginia,Swansontown,shannon84@example.org,Robert Griffin,Jill Erickson,"PSC 8215, Box 8622, APO AA 70848",4/11/2025 6:32,default_student_8.jpg,4284,847,24104-7263419-6
509,FC5661,Jorge Chapman,1,15,7,GR1509,Male,Christianity,7/11/2013,3/2/2025,Active,525-798-9390,001-502-929-5101x5196,912.324.8568,+1-557-576-3124x762,Reyesmouth,Mississippi,Barbaraton,katherine71@example.net,Thomas Drake,Megan Freeman,"0185 Susan Key, New Drew, MD 09357",4/11/2025 6:32,default_student_9.jpg,1502,1350,30844-9354156-9
510,FC8434,Nicholas James,1,16,4,GR1510,Male,Sikhism,4/14/2011,10/31/2023,Active,335-901-0087x03780,(647)587-7481,001-984-927-8581,244.490.0145x47480,New Shannon,Florida,North Jenniferchester,davidhall@example.org,Jason Gonzalez,Shannon Cole,"Unit 3548 Box 5720, DPO AA 93721",4/11/2025 6:32,default_student_0.jpg,1847,1172,84804-1854993-2
511,FC9262,Matthew Wood,1,9,6,GR1511,Female,Islam,10/10/2014,12/10/2024,Inactive,+1-388-417-2683x805,(401)282-2738x3792,001-919-596-7082,001-544-415-6018x548,New Zacharychester,Oregon,North Tyler,stephaniebennett@example.com,Colton Chavez,Sara Vaughan,"93581 Mallory Fall, Powellfort, MO 95770",4/11/2025 6:32,default_student_1.jpg,3845,508,47334-6026047-7
512,FC6202,Daniel Ramirez,1,5,4,GR1512,Female,Christianity,2/24/2008,8/16/2020,Active,001-927-624-7952,+1-995-777-8280x54047,(645)564-4195x945,-2898,New Brett,North Dakota,Kennethton,jeremiah87@example.org,Hunter Harris,Heather Foster,"23486 Flores Curve Apt. 415, North Bradleyfort, GU 31406",4/11/2025 6:32,default_student_2.jpg,3705,566,37540-5196967-4
513,FC2960,Pamela Hicks,1,13,6,GR1513,Female,Hinduism,6/3/2010,12/26/2024,Inactive,+1-611-700-0573x40476,982-496-4931x85491,-5395,220-696-7772,East Joseborough,Alabama,South Courtneyland,webersandra@example.org,Jack Hernandez,Melissa Figueroa,"08417 Moss Throughway Apt. 236, Markton, MI 21787",4/11/2025 6:32,default_student_3.jpg,4663,1976,72683-8019528-4
514,FC4339,Samantha Charles,1,10,5,GR1514,Female,Christianity,11/23/2007,5/29/2022,Active,500-537-4531x9017,781.330.0124,(801)777-6364,001-402-443-7251x6596,Bellport,California,Lake Gregory,vincent32@example.org,Mark Ford,Kimberly Brady,"41708 Cindy Hill Apt. 237, Jessicaview, AK 62783",4/11/2025 6:32,default_student_4.jpg,3283,1391,63569-6691625-4
515,FC3115,Dr. Anthony Parsons,1,7,4,GR1515,Female,Islam,5/10/2011,4/10/2023,Active,(926)529-9654,(214)583-7039,4905045246,718-759-9473,Elizabethburgh,Nebraska,Ericville,maria66@example.org,Thomas Lopez,Elizabeth Martinez,"5957 Daniel Shoal Apt. 084, Vaughnville, MP 99717",4/11/2025 6:32,default_student_5.jpg,3678,636,79585-2844412-2
516,FC1768,Margaret Hall,1,11,6,GR1516,Male,Sikhism,3/6/2012,6/8/2024,Active,383.959.5335,001-717-783-6266x5380,+1-265-599-8868x7273,525-994-5417x5853,Justinberg,Nebraska,Doughertychester,briantyler@example.org,Paul Ruiz,Barbara Miller,"39599 Roberts Creek, New Lisa, GU 54566",4/11/2025 6:32,default_student_6.jpg,1780,1743,89778-9542585-9
517,FC1201,Zachary Olson,1,5,7,GR1517,Female,Hinduism,8/31/2013,8/27/2021,Active,+1-573-668-1720x0663,001-919-776-5884x69886,-8986,-4831,South Markfurt,Kansas,North Amandahaven,palmermichael@example.org,Shawn Hull,Tina Vaughan,"65444 Long Spring Apt. 186, Port Marcview, ND 50153",4/11/2025 6:32,default_student_7.jpg,4733,1545,88449-7599196-6
518,FC2724,Cassandra Hall,1,13,5,GR1518,Female,Christianity,11/2/2012,7/12/2024,Active,(253)513-0722,(461)268-0637x95676,-3402,+1-778-333-1814x671,Rogerfort,South Dakota,South Shaunburgh,julie80@example.net,Robert Brown,Jessica Roth,"94901 Hill Corner Apt. 682, Thomaschester, NC 00682",4/11/2025 6:32,default_student_8.jpg,3466,569,48927-4644959-2
519,FC5256,Ashley Keith,1,12,5,GR1519,Female,Sikhism,7/17/2012,8/18/2024,Inactive,465-232-6035,860.357.3877,824.399.7477,(673)370-2524x519,Marioside,Missouri,Port Laura,anthony80@example.org,Jonathan Johnson,Brenda Stuart,"731 Owens Hollow, Bradshawton, AK 16375",4/11/2025 6:32,default_student_9.jpg,2239,1409,38729-8037763-2
520,FC7850,Gary Snow,1,6,6,GR1520,Male,Islam,2/4/2012,2/28/2023,Active,652-493-8266,550.214.1194x36792,001-471-963-8532x44685,(360)386-8929x03270,West Debrahaven,Pennsylvania,Lynchside,james11@example.com,Ronald Griffin,Jennifer Cooper,"972 Donald Via, New Jose, PA 75706",4/11/2025 6:32,default_student_0.jpg,1084,1968,63358-6988480-4
521,FC4358,Taylor Bennett DDS,1,6,4,GR1521,Female,Sikhism,11/28/2010,1/7/2022,Inactive,+1-257-837-9354x134,625.293.5817x4192,(688)917-8943,(927)979-0537,East Gordonview,Florida,Sandraborough,halljim@example.com,Jon Thompson,Jamie Robinson,"PSC 8916, Box 8698, APO AE 18051",4/11/2025 6:32,default_student_1.jpg,2119,1297,89726-5670510-7
522,FC3528,Lisa Flores,1,6,5,GR1522,Male,Hinduism,4/22/2019,10/3/2020,Inactive,6492783982,+1-852-784-1824x891,+1-540-610-8250x69635,(388)374-3424,West Lorrainemouth,Mississippi,Michaelland,xrowe@example.net,Douglas Wilson,Jennifer Williams,"4831 Graves Well, North Kathleenview, TN 96845",4/11/2025 6:32,default_student_2.jpg,3170,1457,67151-4401086-7
523,FC1994,Teresa Crawford,1,15,7,GR1523,Female,Hinduism,12/31/2011,5/8/2021,Active,791-340-0164x7503,(305)202-1255x833,001-299-752-0933,(638)692-6652x31752,Sanchezport,Washington,Shortmouth,jameshickman@example.org,Johnny Bennett,Pamela Miller,"35525 Farmer Lights Suite 515, South Paul, LA 77492",4/11/2025 6:32,default_student_3.jpg,3605,855,47564-3875118-9
524,FC9832,Jennifer Porter,1,7,4,GR1524,Female,Sikhism,3/30/2010,10/19/2024,Inactive,(933)790-8092,001-414-418-6189x172,724-486-4223x830,433-441-4972,Kathrynview,Connecticut,Blackville,destinygutierrez@example.org,Frank Baker,Deborah Robles,"10652 Michael Unions Apt. 519, South Robert, MP 23427",4/11/2025 6:32,default_student_4.jpg,4073,1389,90903-1045914-8
525,FC4353,Amy Green,1,5,6,GR1525,Male,Sikhism,12/19/2014,7/21/2023,Inactive,872-547-3305x10476,001-753-958-8146,(593)795-8482x12941,547.795.4260x87293,Sarahshire,New Mexico,Lake Jennifermouth,igibson@example.com,Ethan Day,Emily Kelly,"193 Davidson Row, Michaelview, IN 35636",4/11/2025 6:32,default_student_5.jpg,3999,1282,57951-7418527-4
